stem,mode,size,steps,seed,guidance_scale,wall_ms,server_infer_s,server_peak_mb,png_bytes,image_count,files,usage
text_1024x1024_40_r0,text,1024x1024,40,42,0.0,23260.5,23.17011428193655,7972.0,778850,1,['text_1024x1024_40_r0_0.png'],
