stem,mode,size,steps,seed,guidance_scale,wall_ms,server_infer_s,server_peak_mb,png_bytes,image_count,files,usage
edit_1024x1024_40_r0,edit,1024x1024,40,42,0.0,23845.2,23.642033561016433,18132.0,2529333,1,['edit_1024x1024_40_r0_0.png'],
edit_1024x1024_40_r1,edit,1024x1024,40,43,0.0,23852.7,23.659451004932635,18132.0,2086739,1,['edit_1024x1024_40_r1_0.png'],
edit_1024x1024_40_r2,edit,1024x1024,40,44,0.0,23848.6,23.654941993998364,18132.0,2037977,1,['edit_1024x1024_40_r2_0.png'],
